Weight,Predicted Equation,MSE,Truth Error,Time Taken
0,sin(ARG0),82.47545165895085,0.0,3.97237491607666
0,sin(ARG0),82.47545165895085,0.0,4.082117080688477
0,"mul(sub(ARG1, ARG1), mul(ARG0, ARG0))",86.09485510344624,,7.830055475234985
0,"mul(sin(ARG0), sin(ARG1))",85.35225145032297,0.0,12.064767599105835
0,"sin(mul(ARG1, ARG0))",85.23980197069521,0.0,3.207465887069702
0,"sub(ARG0, ARG0)",86.09485510344624,,3.764967203140259
0,"add(ARG1, ARG1)",86.50492365104722,0.0,3.395956039428711
0,"sub(div(ARG1, ARG1), div(ARG1, ARG1))",86.09485510344624,,8.731645345687866
0,"div(ARG0, ARG0)",81.90449072363721,0.0,22.683587312698364
0,sin(ARG0),82.47545165895085,0.0,4.21273398399353
0,sin(ARG1),85.33931858655649,0.0,4.782206296920776
0,"sin(sub(ARG1, ARG0))",89.4571137246946,0.0,4.047176361083984
0,"sub(sin(ARG0), add(ARG0, ARG0))",93.58466088222237,0.0,5.010633230209351
0,"sin(div(ARG0, ARG1))",85.74052946726731,0.0,4.705411672592163
0,sin(ARG1),85.33931858655649,0.0,5.119306325912476
