,Equation_ID,Real Equation,Predicted Equation,Error,Time Taken
0,I.30.5,arcsin(lambd/(n*d)),"div(X0, mul(X2, X1))",0.9870713162431569,25.242011547088623
1,I.32.5,q**2*a**2/(6*pi*epsilon*c**3),"cos(div(-0.448, X3))",-3.010808127701381e-06,88.66428828239441
2,I.32.17,(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),,0.0,0.0
3,I.34.8,q*v*B/p,tan(sqrt(sin(sin(tan(X3))))),-0.0007461974241838032,91.59614396095276
4,I.34.1,omega_0/(1-v/c),"tan(mul(-0.500, 0.536))",-0.00022269107432526522,91.73378443717957
5,I.34.14,(1+v/c)/sqrt(1-v**2/c**2)*omega_0,"add(X2, mul(add(X2, mul(add(add(X2, mul(div(X0, X1), div(X0, X1))), mul(sub(X2, sqrt(cos(X1))), div(X0, X1))), div(X0, X1))), div(X0, X1)))",0.4492345232423402,87.220956325531
6,I.34.27,(h/(2*pi))*omega,"sub(sin(cos(sqrt(0.491))), mul(mul(cos(tan(0.604)), X0), mul(-0.206, X1)))",0.9999927015611767,99.59613633155823
7,I.37.4,I1+I2+2*sqrt(I1*I2)*cos(delta),"add(add(X1, add(tan(sin(sub(sqrt(add(X1, X0)), cos(tan(add(X0, X1)))))), cos(X2))), X0)",0.6850757065050259,83.45293498039246
8,I.38.12,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),sin(sin(sin(X0))),-0.0005066479631938847,92.23075008392334
9,I.39.1,3/2*pr*V,"mul(mul(X1, X0), add(0.751, 0.751))",0.9999972757057749,84.23193621635437
10,I.39.11,1/(gamma-1)*pr*V,"sqrt(sin(sub(mul(X2, X0), sqrt(X1))))",-0.00016808330353668133,95.25161600112915
11,I.39.22,n*kb*T/V,,0.0,0.0
12,I.40.1,n_0*exp(-m*g*x/(kb*T)),,0.0,0.0
13,I.41.16,h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),"sin(div(sin(sin(sub(-0.468, X0))), sin(sub(0.898, X1))))",-0.0010514293453092183,87.01694464683533
14,I.43.16,mu_drift*q*Volt/d,"div(X2, X0)",-0.0006344520302594692,87.56971740722656
