,X0,X1,X2,X3,X4,X5,target
0,-0.4825869901303821,0.7889096086727854,-0.907410967159554,-0.22297285979055403,0.08608300637556066,0.7486565590706473,-0.5038236601764323
1,0.8214069010848095,-0.10475437468328197,-0.15059257498557832,-0.7640580383977349,0.08178534080140532,0.739071280312283,-0.747468565003247
2,0.9350770575503113,0.1378159076741159,0.13199063319476334,0.852715743752321,-0.609667741170199,0.15380862656829697,0.7336343134773131
3,0.7061138101114564,0.4800872447082065,-0.6803567694140855,0.32083558404240287,-0.6571471062699779,0.9078777618938709,-0.7066222880546136
4,-0.07764282302595471,0.2631658349353281,-0.12379297094887165,0.3138955371589065,0.36974228724442404,0.19794594724729397,0.04842748519627965
5,0.7604782466539493,-0.4374835680009601,-0.3826377942693284,0.6526736831319246,-0.11931361756941805,-0.1524987094988386,0.606893655142267
6,0.00348738750665345,-0.1534759433929227,0.8707307673830134,0.3744042521358093,0.6379288837074117,-0.8232286793252088,-0.8134115842137966
7,-0.8310665238065194,-0.9680573391838843,-0.416992573696098,0.5726643375921505,0.3668279408753248,0.960182037335803,-1.2314214196981612
8,-0.6774255039175785,-0.6564206475907008,-0.5260983239812422,-0.926576195830773,0.17961533297188126,-0.009637884510795613,0.514853608079927
9,0.47332339871895845,-0.6864762383703993,-0.8828298479013454,0.8273444985361886,0.8387653275867337,0.5921822457834458,-0.7069871189735522
10,0.7496719610776472,-0.30194774800756474,-0.43477136576733955,-0.07043204435912198,0.03404741390849875,-0.48635933258249286,0.1483736425080187
11,0.22866722444666188,0.154568673785495,0.3179835870608616,0.15298827027140782,0.3858459356340709,-0.6637456551298861,-0.11643712662192239
12,-0.5221476106302536,-0.5684358283679543,0.8105790110408007,-0.8747963308968318,0.5449603730871297,0.5668055267375143,0.6064384761777559
13,-0.1772267793503084,0.03911905817761818,0.6037684311352676,-0.5253466422806863,0.11479455951961604,-0.4593846238899051,-0.17976578514744646
14,0.4173010408459388,0.6714601680474095,0.08387153176375017,-0.682600176013074,0.3493526016294737,-0.5472100207402835,-0.09616874996991173
15,0.7245897501199434,-0.021684583777557,0.39857947778588265,0.5333453174487921,-0.8557800970605571,0.2894820069660391,0.5203953726726708
16,-0.7381021652098296,-0.0634881180999467,-0.1524360207550668,-0.7660138214917653,0.08940302233924324,0.14421834977371728,0.537736359223594
17,0.4712909537273484,0.2158802817470462,-0.24229780549511748,0.20489501031905832,-0.8742309657306551,-0.3486880684030562,-0.007677708590290294
18,0.6292256586982619,-0.604792527136377,0.11586496999876394,0.710839117822516,0.43741511856928383,-0.7326015182926457,0.09784996423516247
19,0.14468001174682255,-0.11128424660730163,-0.3161264099752419,-0.9258498985340218,0.8561568932239034,-0.07953547421610474,-0.2040854851061512
20,0.5546096351794301,-0.8006471561847395,0.6417285101633241,-0.9599894228482899,-0.32378350965493397,-0.5090954836648629,-0.599884123620394
21,-0.36508278637758673,-0.9736836146867043,-0.6656546395786223,0.9198344098127966,0.5586486511215527,0.936939292122356,-1.50344073410908
22,-0.3328023711368371,-0.2940393157531802,0.09554036638481467,-0.08509653250898297,0.6824331870952953,-0.6576431772062281,-0.2351733296870068
23,0.8869453863031977,0.3659301978797065,0.1619382252284629,0.7598060321594713,-0.5861264624078257,-0.49622917248945697,0.37906661083822274
24,0.07901421298178501,0.9024064675536994,0.9420406182212802,-0.5210907616609421,0.4932876304678566,0.7173746913383026,1.0797684693983494
25,-0.8470733806594302,-0.9180147297631978,0.794762651201856,-0.6278765347528716,0.9708428481466824,0.5912395430961823,0.11050457081242904
26,0.5747333650061777,0.08034182790828437,0.6016201456805321,-0.5276965890688823,0.5670240613549831,-0.1707741317172613,-0.3604702447828075
27,0.37743237893037684,0.32647686098370143,-0.15993488135197076,0.09914009370998023,0.797133838677925,0.6046225146534281,0.20096420470796927
28,0.08360585207243165,-0.9195469809098971,-0.14135787461321825,-0.090123641122559,0.02304589039586924,0.31513508454928396,-0.07327346851176715
29,-0.09360106893212161,0.6621624073052954,0.9210220099280821,-0.39412464286762483,-0.1884599069716255,0.49534308121510895,0.36832130244874567
30,-0.11329366251133233,0.7575394538603217,0.9234526658274669,-0.523066547387318,0.47808072766602794,-0.7988236999600025,-0.3162507370262902
31,-0.9861542890284607,-0.3402849785815667,-0.08752668100953431,-0.1131459250267337,0.20648768106222515,-0.6569280269387279,0.09881341298367824
32,-0.38914628417017005,0.30951986417527544,0.24314245262677736,0.6326700591424896,0.035266976689843466,0.7836261699932889,-0.04475258387141237
33,-0.4840512070356935,-0.6086572200596323,0.5191790002660475,0.09137154160430971,0.20511883884655369,-0.3264775736487986,-0.33857586753274943
34,-0.9764576191001546,-0.01565536755012542,-0.8242193734918082,-0.7715513699647385,0.5316129276162873,0.48150970845401897,0.3481949877208052
35,-0.45260051735625817,0.4957885019647301,0.8184786008472482,-0.46493794373496056,0.18363761442811755,0.588377679701124,0.7830511116862174
36,-0.040305473355461974,0.5960707606591396,-0.9344206266999098,0.05390234062437216,0.9280636980207713,-0.29603071297721395,0.8276362794081318
37,-0.1369648840440576,-0.45389206898093115,-0.6166034671403189,-0.3150369907540287,0.9010722169517049,0.7860258766535599,-0.850506808751823
38,-0.7964899036871218,-0.12384343216758587,0.6479809534115208,-0.9572695816321168,-0.7622234021383361,-0.5215157944264395,0.5189196173844306
39,-0.7078137422162614,-0.7101448656807112,-0.09218375769809728,-0.4357358861332774,-0.10168175548157299,0.5197862170652428,0.33271277808180144
40,0.45755540932719385,0.7002431849905688,-0.2506101586550811,0.3252528328255606,-0.37992650978516074,-0.9490134734546722,0.12061266093230225
