,X0,X1,X2,X3,target
0,-0.40365044225769386,-0.5626760420363202,0.7505366420249631,-0.8976829078906183,0.6015184143716894
1,-0.5549543552978102,-0.5577229947388151,-0.33866621383866535,-0.7313748258094466,-1.4179592210279994
2,0.09388146590166624,0.5251399985197653,0.5292606200992396,0.8831407062351719,0.579662447164215
3,0.2974704668165222,0.5049654505046843,-0.7452518903605532,0.0407913843623835,
4,0.5411332843044159,0.9410917189025236,0.13436481588746352,-0.7469095193497528,
5,0.8537389905089043,-0.7516863858874658,-0.6288141530926274,0.47133774436610465,
6,-0.8926838746065615,-0.9929928555276215,0.6143836536488709,0.5857596472874178,
7,0.9145550578789157,0.28958479166067175,0.4745583515045595,-0.36168795488905015,-2.5869642910179214
8,0.6172755457941443,-0.2601997624766439,0.9134592383662075,-0.22376772275619383,
9,0.06678823352614494,0.9811148188748697,-0.7704403109518738,0.7062132378138104,
10,0.3184364748112787,-0.014830634566955325,-0.4336064498316079,0.5371329944412115,-0.4173967050621849
11,-0.0819873650214138,-0.16856587133555956,0.4826606069439374,-0.21809167372649219,0.3027505311679502
12,0.54677707677778,0.21424651956741148,-0.21923748342203497,-0.19001755431524558,
13,-0.7803513690877106,0.9026072814628991,0.5507288840420708,-0.30106044345398986,
14,-0.681216978452647,0.32429924000396726,-0.9669199609108874,0.5591604494943425,-0.319584688144791
15,-0.5478008077802641,-0.8613576914226126,0.5426742162267961,-0.14021900620124383,
16,-0.2006572022837836,-0.06448193825768311,0.5214275895731137,0.08618743596536294,-1.8392824850170342
17,-0.6709178999722489,0.1952422352566081,-0.5772189006164701,-0.027669868520940888,
18,-0.6621184672914793,0.7538224608395176,0.8560771131543294,0.44380557800903864,
19,-0.5754151893954569,-0.3848308053404015,0.8917432062740716,0.29730685628242104,
20,0.09097877796665021,0.7797774462276146,0.4118882591232407,0.9941478389948455,0.5482983691429584
21,0.8214021235760578,-0.8202919323488127,-0.8289424857747243,0.5203985584521835,
22,-0.1958814931736894,0.42751458663082387,-0.37650923129541436,0.04804386477997302,
23,0.3033096270861111,0.27496161901429916,0.6894172083758761,-0.4978003610935704,0.4233016333278263
24,0.48190826619901816,-0.5478393145858229,-0.6225765172522453,0.8567897027395341,-0.3419782155185447
25,-0.4711239540411094,-0.46667803826664134,0.7805580482636851,0.004951098338871862,
26,0.5644540089577286,-0.18991410811075826,0.8584860021036451,-0.34025323137562613,2.1505893657576256
27,-0.1807883117048621,-0.01855533833818357,0.12706715674515423,0.9644419622986851,0.12348350389372845
28,-0.7833591238187279,0.2745411207571724,0.2626119867486634,0.7228295687167245,0.7288500706925904
29,-0.9751580485783946,-0.5322007197416945,0.6894907843867564,-0.9758322331931415,0.17237923345309977
30,-0.576563378548169,-0.2995730623452817,0.1885663813591656,0.5017781948179432,-0.6200722610397852
31,-0.2349142322073321,0.2910756681358053,-0.23947904323900526,-0.3459550637764297,0.6139862773974273
32,0.6398816364492539,-0.8796217892057692,-0.2518129886128906,-0.17715551081690273,
33,-0.9547083716669054,0.9970776840015143,-0.40801417450627797,-0.5030524171264652,
34,-0.11017734911130961,0.8758736106427787,-0.5061770835291604,0.2545652510805323,
35,-0.6587453053044168,0.5116443707259404,0.555637424237998,0.34936494567654064,
36,-0.26596863330795095,-0.7874375218183911,0.22755579245850655,0.24149797664188122,
37,-0.9518689805303946,0.3722501443828137,-0.028379415416585507,-0.7610466154319317,0.6688659917366544
38,-0.1937201372528874,0.18133670972941696,0.6710419480685283,-0.040601862332128036,
39,-0.8716756932771486,-0.7722838322119847,-0.529479464840972,-0.13709534005511026,
40,0.20462960409595454,-0.9845074002134302,-0.8981297938012354,-0.1877663866442314,
41,0.9327088216650932,-0.26888331735393733,-0.30791981367173826,0.6445305027821218,0.3254560880796956
42,-0.755496111617525,-0.15347626469123732,-0.5191640885590916,0.3827375156706412,-1.4307721562538653
43,-0.25155036871893977,0.5660973249282995,0.8097425185745142,-0.9498229067744628,1.2049924834226835
44,-0.46294795412850176,0.7166517909326497,-0.5839360452255091,0.3929368222594918,
45,-0.3237429000599352,0.21280067692184423,0.4495077477862457,0.19193802623914968,
46,0.9251452630070993,0.04926180635802657,-0.6371644588726446,-0.018875626524744282,
47,0.448967448898977,0.5209449652197267,-0.4029102269987457,-0.29069621939604184,
48,-0.7889614114628059,-0.45916738059008333,0.8518997102723416,0.7994055189174705,0.34818385180541916
49,0.511800346040397,0.14232717449510823,-0.7881387311067902,-0.28235428370191373,-1.9704840953377163
50,-0.4916824589434319,-0.5846380004846505,0.893811096714771,0.8396605350576734,0.6772199168811653
51,0.301941397232663,0.9743617897557959,0.3966284394795565,-0.9850768352989705,0.6352905030516018
52,0.5228916925572658,-0.815694954170108,-0.970433160813496,-0.944868788275661,-0.9761804992935764
53,0.28462683090571983,0.19598030779887554,0.12000639604305974,0.10620386311520025,
54,0.8886362229846629,0.32842799976360015,-0.326708736896004,-0.4587591777373139,-2.454100831258794
55,0.9806532430393446,0.2341123463587751,0.5177925209352057,0.5059761927174704,-0.4274865800257608
56,0.5489509812224647,0.5265847732650333,0.6893086134347666,-0.9361197202648701,0.4347461862633137
