,X0,X1,X2,X3,X4,target
0,0.09152753776750933,0.3164743707311628,-0.688522471645064,0.5548337305798243,0.6894533018962292,0.006724383132830248
1,0.19532553334409797,-0.037192747146881144,-0.1681987033762966,-0.3950191798009606,-0.1635867703052134,-0.009378227440717245
2,0.3751358721768958,-0.7211063847552506,-0.23694187339425654,-0.3908009698012094,0.455205755610087,-0.25524107056046696
3,0.34237039026155647,0.8390542649642609,-0.5008270925811655,-0.7192869387586986,0.59222423934709,0.3561138780188016
4,-0.8809235748280551,-0.2080251176120429,-0.8888318598588123,-0.4281034728159341,-0.04032575262430327,0.1967678397951405
5,0.22338039955360367,-0.7730033773644565,0.8124578608813497,0.8972671835290014,-0.3440864276374316,-0.22760656178512806
6,-0.6191836496521146,-0.9649226057904519,0.6951950639324938,0.8886058234055356,-0.5879477323406328,0.8096215551712624
7,-0.7911247123361553,-0.5385204108500183,-0.7175626321792499,-0.6928597416222428,0.5556223734904122,0.2185695171592768
8,-0.07333040737100771,-0.1692146445873608,0.31642575950412444,0.6767999493983656,0.8734176081453249,0.00037085425009069804
9,-0.05990809258017049,0.7190418132673873,-0.014102808378549048,0.7111139200634964,-0.33907425912448486,-0.043276258293866
10,-0.957201765833221,-0.20950794877849233,-0.11876384961228714,-0.10617675975648955,0.25167955968747724,0.19753550598972103
11,-0.36543052469807824,-0.05972120346343113,-0.30335716110772815,-0.4731162292723141,0.7609266497938245,-0.014343645772910266
12,-0.5126069509715898,-0.04497078908360708,-0.5084243416653267,0.7719894558037326,0.702405747007055,0.15303704314227476
13,-0.03090107044223278,0.33846115704685853,-0.84238993908729,0.9081131236354705,-0.859495396740223,-0.02836556648290535
14,0.10477584859797417,-0.6130373389089625,-0.5293251259919498,-0.10445993181647717,0.41509907385738076,-0.0618951420546566
15,-0.2974763711280064,-0.27697917418535556,-0.19477602340143485,-0.5320089759798825,0.7184560284716663,0.06210485234257455
16,0.2295422911045808,0.8570014640701409,-0.21904604240896886,-0.5481258473020318,0.33893405606710103,0.2058812658414467
17,-0.6146028944176105,-0.3090076723521302,-0.4295792939422407,0.891190954647886,0.8121946443354067,0.36069223107956483
18,-0.46520322917320156,-0.5866742704819365,0.6448343418135798,-0.9130148877950186,-0.26159813076776617,0.20208927538219548
19,0.009804974558457413,-0.6477709719479965,-0.29507796487242177,0.16538276607482882,0.050324162415784635,-0.006375447380986795
20,0.1622105072611295,-0.40470681347740234,-0.6271912808552753,0.005124074713511728,-0.15990844303517915,-0.06556469075946932
21,0.6825741307041437,-0.5140145879798055,-0.2632341759072334,0.22767084075978916,0.7570848143694677,-0.37894833424039154
22,-0.5301608742883457,-0.22802876010862305,-0.20129088016062613,-0.5800562501615742,-0.7504711737480128,0.1631077935944037
23,-0.7118476182696423,0.9973270098622455,-0.6453581403226711,-0.39473750928557716,-0.19772860286055471,-0.6743217230246632
24,0.24493425999588414,-0.15917727993613973,0.4903326291707588,-0.379550113274413,0.9001411443187799,-0.07469889742544675
25,-0.42205439212990403,0.26928999644184715,-0.371237469051652,0.008196292375307612,0.6567618178523773,-0.1128709413439492
26,0.8559475490098156,-0.08900298742818791,-0.7354927643251605,0.5938016200035503,-0.6258385384379972,0.1427955228079649
27,-0.4329934622599978,0.1816355875921769,-0.3234305145907337,-0.8737287990012463,0.9364867529265875,-0.177205572719254
28,-0.5480985457964813,0.5502422675204606,-0.37711046609709986,-0.06454189913976416,-0.39067965808439675,-0.29650673478246986
29,-0.26369651271328753,0.6905645643104941,0.7598757898713338,0.9650751946843625,-0.19347699039173194,-0.14491816780687947
30,0.9179102308505107,0.40580746849499283,-0.6574768084258336,-0.7295280227115513,-0.5223015228677714,0.15285284798448565
31,0.354831952015217,-0.1291543479302406,-0.01898584386758495,0.5167301815818925,0.12279395422421935,-0.04625447395958345
32,0.2762954422176962,0.27128823905122323,0.6059879237137842,0.3433914261690123,-0.47973705642942854,0.04841930040588971
33,0.3713476682814365,0.6048838369137968,0.33818186562911223,0.04392399000787495,0.6004333122371317,0.2277388039957908
34,-0.5228047553126511,0.6019966818114248,0.3482573901888064,-0.048520880968352165,0.5741791965054139,-0.3099284547546874
35,0.8370557703779671,0.48973422319796667,0.6550117039037571,-0.742964959111768,-0.9762019685835452,0.7473768969881172
36,-0.5319763192628724,0.999245512611024,-0.8105399612227688,-0.6300403205337419,0.34351794177055583,-0.6230724423886306
37,0.8207313208028248,-0.6460618013598125,-0.6728191164180515,-0.005329187164734517,0.4111466517122686,-0.529067035293573
38,-0.017473844128221394,-0.3180126179443237,0.15232041852579892,0.7232941118634106,-0.6896188159469681,0.006781757778867868
39,0.437555763224724,-0.06227848521371837,0.42747840869501474,0.813262006741895,0.19086426244336363,0.001607452338319038
40,0.25774807275040756,-0.9761683258777136,0.8876143490194455,-0.4469485431089635,0.21151139373988315,-0.2730723394788577
41,0.025468302517213548,-0.10649751567467591,0.9010653893988432,0.6361864884027846,0.3235068110992887,0.0019288034457914651
42,0.2695931057061789,-0.7884746350809602,-0.22731206798504222,-0.560181276170888,-0.4736543141655023,-0.22822615469799154
43,0.7068329000651612,0.3964749937412504,0.3296014841759338,0.5438179757024795,-0.019144156547663105,0.2778162488816604
44,-0.4115411938224023,0.030534644995266813,-0.8130069579621872,0.15409916269242774,-0.08232506351714042,-0.01680610215048984
45,-0.1008209937856257,-0.10775890442081137,-0.40475068098483513,-0.3457623546227384,-0.8236418653447033,0.021215560012254882
46,0.36644850484401914,-0.9977943862698038,-0.1653721613350545,-0.8613972621634525,0.35707717929364047,-0.3473940648824844
47,-0.17614546886667792,0.1921471295818924,0.4809199012320027,-0.6063289020965512,0.832401484153571,0.004139842466409289
48,-0.8906939783548631,0.7840017662839718,-0.8026754286519828,0.5778225439493252,-0.18450068537754438,-0.7740925648265679
49,-0.5471296999223514,-0.01932895804946866,-0.2641858922716349,-0.40509060068542935,0.6232051850365037,-0.02359870326202992
50,0.3398446004236273,-0.5208477925729038,-0.3281994416089289,0.27399876971267934,-0.5588729899858207,-0.1608029479548388
51,-0.6326430574511237,-0.08469766717702876,0.43965993124030245,-0.3290093219072403,-0.9409662089896587,-0.020370966145953528
52,0.3272930431945198,0.45680844637171947,0.629608316585941,0.7139208649537643,0.3770578075498605,0.20367603554663916
53,0.9154071138184112,-0.09383817491433799,-0.5340437790225943,0.4119055579548607,-0.46163858623079457,0.0037920067746909465
54,0.4683529218650475,-0.8048408943428356,0.816924942786653,0.07157828627625662,0.32377836642156277,-0.3682365427270234
55,0.9570215099873711,-0.4277594431214118,0.5668134395706563,-0.014949924892692978,0.5948316882582425,-0.41391937433668397
56,0.12350926305152199,0.06925268127506778,0.14311675438323967,0.6013233320823668,0.268350893103374,0.01137157561286655
57,0.5406631631448311,0.46453457018521904,0.8137002246513536,0.7102255005584484,0.7015152101897364,0.4528076392329716
58,-0.3519152477929799,-0.8545593274491063,0.15661241325446285,0.00520870116544514,0.09485970301847568,0.30070526655007423
59,-0.9948016180202992,0.43802729782786143,0.5785346005647927,-0.21366102829087041,0.03413123016531161,-0.4315540397579379
60,0.0461124618753781,-0.2744274985301818,-0.00834197830237926,0.657783531556184,0.0015621943482928558,-0.012654922843897914
