X0,X1,target
32.192002861497826,-110.18329592061504,-0.018578335607783783
151.1355122585909,-112.05928635530115,-0.053525686190109854
-86.03385668718944,55.308769926743025,0.04320343976355991
181.31349169670546,10.342504909576803,0.004868920288073442
-28.17437774713295,164.7667289851919,-0.022771158126173544
-116.31163495249682,96.05532429084599,0.004752663710941086
117.80532527507768,123.13000224509767,-0.041142182313321854
40.6902217174752,-128.50243632801437,-0.030455307809071925
-31.80795893057234,44.09752981745703,-0.02246099103218345
-75.53522033919222,-70.74204668155573,-0.0050989611340871675
