,X0,X1,target
0,0.6393766188163903,0.7780036062233793,1.0
1,0.7868196574755382,0.4170793365200163,1.0
2,0.8544617222339683,0.6114439214793821,1.0
3,-0.40607124501750413,-0.5298455430871347,1.0
4,-0.8967586014325126,0.6871925782616506,1.0
5,-0.053071671020738176,0.6580342106710699,1.0
6,0.05108734854661767,0.07486909260410113,1.0
7,-0.2582110679624732,-0.042754775476416595,1.0
8,-0.935710790114114,-0.7235683663857981,1.0
9,0.8438353558528806,0.598047017683331,1.0
10,-0.7414341791570482,0.27939000990394636,1.0
11,-0.6995453878185716,-0.42003617644104896,1.0
12,0.7535137796109803,-0.0032359445564753564,1.0
13,-0.4843036034458523,0.04884665181140657,1.0
14,0.7505674492278145,0.22224640891085445,1.0
15,-0.44230947317920766,0.2135206487399668,1.0
16,0.7856931878307063,0.050524937659370606,1.0
17,0.23576487676004176,0.24635247643323077,1.0
18,-0.7494371605251335,-0.3585333336232466,1.0
19,-0.558953259269763,-0.7742026453429041,1.0
20,-0.5831230515352561,0.9138835312028812,1.0
21,-0.4905806495798184,-0.15727524646654545,1.0
22,0.4708694452187665,0.7560288079078641,1.0
23,0.6362487298308268,0.2052125698645697,1.0
24,-0.5153933042974688,0.07876943269326908,1.0
25,-0.3817607986816882,-0.8988714546177716,1.0
26,-0.4295643419564412,-0.5710135006106616,1.0
27,0.6259785078148217,-0.935851348440307,1.0
28,-0.6535065515881939,-0.40259717676214635,1.0
29,-0.893983425413877,-0.08222057456026266,1.0
30,0.9804502262401151,0.941756776044099,1.0
31,-0.09155594410248091,0.08287036807931547,1.0
32,-0.6310847157981017,-0.07854822391083949,1.0
33,-0.654545671967153,0.26458512649489685,1.0
34,0.6101368220605616,0.24726259026164055,1.0
35,-0.48860157350423594,-0.8422138667000005,1.0
36,0.6412146156153724,-0.16863902258611985,1.0
37,-0.5231301537570363,-0.13401388556544247,1.0
38,0.6076856707487994,-0.2386765871486054,1.0
39,-0.26857573454925876,-0.10857635583579284,1.0
40,-0.2013940326294157,0.1937367705676598,1.0
41,0.43286301894591594,0.8610060623063285,1.0
42,0.9662865561357292,0.29466700848549654,1.0
43,0.24576635349765485,0.16662143995074907,1.0
44,-0.1302889292562972,-0.74620190559802,1.0
45,-0.5175153238669663,0.556133102920578,1.0
46,-0.12267544129986785,0.9362369358394604,1.0
47,-0.7682125249445404,-0.04862826253423802,1.0
48,-0.5312337664846138,0.934184160665184,1.0
49,-0.8880723969749478,0.8212191269197493,1.0
50,0.7156824673399731,-0.5777771337240574,1.0
51,-0.811324647419676,0.12689939118680837,1.0
52,-0.9321630125462534,0.6763559476471181,1.0
53,-0.9634565275719129,-0.6080257879194537,1.0
54,-0.7343974020115103,-0.47385063482411605,1.0
55,0.78391742759531,0.9159358601338641,1.0
56,0.7369678722340121,-0.9804412980037267,1.0
57,-0.9380669065693201,0.03183652247114388,1.0
58,0.7286018504063325,-0.8062421898125687,1.0
59,-0.8615683599337574,-0.9539394122394431,1.0
