,X0,X1,X2,target
0,-0.8436978462402502,-0.5549616958322603,0.007860453245746024,
1,0.9252321960048964,0.9936498128268711,-0.6148384726439753,
2,-0.7432825243697305,-0.6891777178508371,0.3334563550293792,
3,-0.9594435062582523,-0.27845207818773243,0.34497104347417884,0.45257266397779966
4,0.6194867115872773,-0.00026264001325748687,-0.44845401958146125,-0.00016270202604699383
5,0.6040398335524402,-0.23055046382413913,0.09993969037423134,
6,0.3436468574537874,0.5997832295688295,-0.20891625584232054,
7,0.23551785668940717,-0.15251742600821694,-0.51559085665924,-0.0376034638929605
8,0.6748869927674988,-0.08850872787279118,0.05221720968102961,
9,-0.09240680346808694,0.5669159148087508,-0.4462775630476552,
10,-0.5539135792787069,-0.5714329892953398,0.20692077186073332,
11,0.3935844552725638,-0.06549137054943777,0.7397493804177151,-0.02587799930717591
12,0.7317899881222139,-0.954966579370575,0.2972169574376655,
13,-0.9323396923967431,0.6002637181815942,0.85543317699456,-0.7855114746845251
14,-0.07927087809265188,0.47581694423107845,-0.19625772166848998,
15,-0.8354618678279258,0.9288548720957193,-0.2635667363804186,
16,-0.659161549299061,-0.23322498907874034,0.8833557861699244,0.1593885657407632
17,0.7633056661359343,0.4922876074380098,0.21984366816493517,
18,-0.5651245641637488,0.08358318403741904,0.5875034274894801,-0.047720316027264516
19,0.16559310319186538,-0.4483906827673392,0.19983766223707744,
20,0.6688646985295927,-0.6469921726640724,-0.08424427161805648,
21,0.32203434572450473,-0.4962776804742641,-0.7798647694575711,-0.20718267347280533
22,-0.8892155130798061,-0.8371479167633498,-0.8608069390155142,3.1970801549909846
23,-0.11738701969967114,-0.855196782822323,-0.32740873121255465,
24,-0.9066428547643328,-0.9840204041378873,-0.3308302398281824,
25,0.47406697637017836,-0.6631990561787564,-0.1320900274600092,
26,0.713242790089508,-0.8901158893957302,0.886084860424321,
27,-0.18226703130499744,0.4825535129357883,0.06943338967848223,
28,-0.9952692162568739,-0.7258527313122494,0.09890192521822416,
29,0.8483814817734439,-0.8141870078681335,0.9527469868617697,-1.3300374347169805
30,-0.03953958803870461,-0.8708623113446992,0.14558763093485805,
31,0.3247452028599622,0.3460373734138371,0.37166819432991516,0.3079404451256527
32,-0.8609251508952742,-0.34804597929843895,0.5890670451542406,0.37140115956061787
33,0.8725644009415081,0.5219624830626979,0.733320614877677,0.6484109667485237
34,-0.6395880662287377,-0.539081930197044,-0.23824882146836313,
35,0.7832446979040513,-0.8793433154069812,0.7478646703492657,
36,0.22806212317107688,0.9708523244421001,0.20857257852453515,
37,0.9616491596525827,-0.34074814635787365,0.3028018592826984,
38,-0.4352439467832394,-0.2314878872728252,0.4182609720915067,0.12097021283803966
39,0.30240009537176116,0.7326061130564856,-0.11491576707028273,
40,-0.4696302646991115,-0.3537313929576096,-0.7089551937590006,0.1916879626749616
41,0.9538684365083523,0.47883004705456367,0.3492643971209952,
42,0.8637893614498571,-0.7268401226685337,0.00046811484212216925,
43,0.4193923064974532,0.8118408807129718,0.08472668271048489,
44,0.6568041900609642,0.5777040639843787,0.2703950598130276,
45,-0.8353581654134208,0.23031898515008598,0.6922050342978734,-0.20402385540411178
46,0.04253245516731541,-0.16087595185922332,0.1150730843024963,
47,0.9620490680329927,0.1197906035990619,0.39247609816672036,0.12101915274924477
48,0.13871728456718757,-0.7651686579644963,-0.7891882532072267,-0.43352100721852516
49,-0.28386970096794717,0.7779617402707413,-0.12147627393072424,
50,0.5567850221316717,-0.24792420171660767,0.28362268508292576,-0.28421811803558766
51,0.6632056467074603,-0.6788938444427681,-0.6903433236816292,-2.482464282109641
52,0.6640594699013,-0.2048847461037946,0.901316854031391,-0.13971323818964668
53,-0.2682402068368668,0.5392753036844855,0.44946559691412613,
54,0.3615439497248518,-0.11009510329545713,0.015434398342059508,
55,-0.14229276242782363,0.10591267902224821,0.08352858565001098,
56,-0.32346380475176395,0.7499379162326343,-0.9934242178209887,-0.36987474136232634
57,-0.48040969294679514,0.8408143133295125,0.007346428057090515,
58,-0.9706142291843931,-0.8110200120351416,-0.6446584247347167,
59,-0.041175867551395795,-0.9234406520370435,-0.17227235302901445,
60,0.07883798974083778,-0.3169010020247094,-0.04589736647928877,
61,0.15920837845441693,0.6666947481685008,-0.07958463583578501,
62,-0.31504365839141313,-0.8094038711450684,-0.7069144931764881,
63,0.8217789495560928,0.17562163612664294,-0.6271070456827588,0.1503378935775817
64,0.8374144804022636,0.4716398149424912,0.8118258819659987,0.4852476330163769
65,-0.6873907192786755,0.4724806584185006,-0.5925544392508582,-0.5381581259720213
66,0.3999884951569894,0.9161965931018792,0.802445625129556,
67,0.0765505888783149,0.7047609139044606,0.8806964013279088,0.08996271764981824
68,-0.9427174849901458,-0.8366341274224642,-0.6672825526065165,
69,0.20447498946644016,-0.8073803797710768,-0.33762938186512836,
70,0.13696577173253632,0.05609131430627201,0.7081555627343239,0.007706803841710034
71,-0.2766927760454154,0.005648445855451767,0.29736856975595205,-0.0015631661855409532
72,0.1132610621146406,0.32506125654283213,-0.8435080413311211,0.03989842372579216
73,0.2453930544102534,-0.2353362042449414,0.5335366215150821,-0.06434782406839339
74,-0.2885700626971248,-0.9495696440070067,-0.5682139560026374,
75,0.8464290963615886,-0.45437592832645235,-0.4873318118587602,-1.0639129907763387
76,0.888895023629829,0.612003217377233,-0.13440361137980372,
77,-0.6959426673484954,-0.7951720306019219,0.0744045266674851,
78,-0.4477569922988407,-0.25542838718744476,0.49702266048101906,0.1333230634400759
79,-0.76269542099703,-0.3168360919059219,0.18769351533518064,
80,-0.4290168643685959,-0.42757412308576503,-0.034566703415089384,
81,-0.9975085353043651,-0.40150260514087166,-0.5974237181816986,0.5408540671951984
82,-0.46646523898232983,-0.3818702955641924,0.5857540864167801,0.23491229000958513
83,-0.657118801425091,-0.8284472692209328,0.8670070627536517,1.8459545392302132
84,-0.4031679962106518,-0.23652576279936954,0.4297430728123701,0.1142156514313751
85,-0.006522041422414082,0.6157091233097123,0.9963056316680912,-0.005107811018123793
86,-0.7489268390203956,-0.38512292694929595,0.311843746767998,
87,-0.908511663547628,0.2631252682374907,0.7301206611093405,-0.2562730906508716
88,0.948159299518718,-0.24829244961340047,-0.04229843943878597,
89,-0.4528890189166146,-0.06034253382165078,0.07630795100432208,0.044646703810936855
90,-0.014378249879374083,0.9779238460555186,-0.0672965796436511,
91,0.4897060668624573,-0.8177796027555264,0.5856091604841915,
92,0.6560198494884026,-0.7305100892762524,-0.1612271009744124,
93,0.179249089036565,-0.25278472226141036,0.34429871374576404,-0.06673934182707394
94,-0.1745986063179461,-0.3510557796702629,0.6048048940507251,0.07527185733994195
95,0.07769133060922351,0.3435209926335496,0.5996598515369949,0.03256083949300007
96,-0.8237845175001468,-0.4656623343041302,-0.25179051056874724,
97,0.434757861071952,0.9799049643790405,0.5713305701229077,
98,-0.65549259495375,-0.10129303623760255,-0.7470442801416926,0.06701573925941082
99,0.6884173913185994,-0.19952581817870652,0.39588589309542543,-0.15903242423691696
100,0.31509249702947706,0.8815954860828858,0.2737622410234313,
101,-0.38231807064161116,-0.7797753146291433,0.9537007239290258,0.5178046930507108
102,-0.2444593350222899,-0.8540743885398208,-0.30361229364943343,
103,0.395478768797342,0.9928324568836948,-0.806788880977809,
104,0.9344215854038598,0.9215479182297741,0.9079603032325998,
105,-0.8054146073426474,0.33462346108805385,-0.8091605588646058,-0.2960080331649569
106,-0.37528303618185954,-0.3754171784656799,0.5437311839449639,0.19476206905351254
107,0.470028464797708,0.6970509661734643,-0.42068159561105367,
108,0.506980236101932,-0.15679918398651926,0.6375548693504454,-0.08201308000417075
109,0.7929764531108381,-0.9785688379534132,0.7804842113835628,
110,-0.8112726009457387,0.3452961555557872,0.552482936337541,-0.35884893057864126
111,0.29428741722373064,-0.4351316468555455,-0.6795077691874902,-0.16672096200367156
112,-0.14254036819864613,0.992659949346405,0.26191985434898757,
113,-0.020762674513139734,-0.02296345224321583,0.7160535826890653,0.0004770280475479335
114,-0.8200118404121459,0.5576305476696888,-0.5178195205963949,
115,0.21282470110042695,-0.28776399561056065,-0.1384645950660448,
116,0.7093576233305658,-0.14250196943331428,-0.7848752860541195,-0.10279329673552291
117,-0.4656070058722266,-0.08156687440887267,0.7461097574803952,0.03820711048670571
118,0.7396483429916263,0.6290865222955622,0.7424417751430434,0.8761427241351312
119,0.06516166321597372,0.6001974866801161,0.3009747111278178,
120,0.17769125210501713,-0.12685445883616708,0.23550540440870793,-0.02675382387614152
121,-0.03190238043046434,-0.5402244832340048,-0.5632937255944459,0.060845133511559485
122,0.7581029721452857,-0.040884141988944744,0.408334872868487,-0.031150924145023826
123,0.27698688052557197,-0.2631486942377441,0.5938151930698599,-0.08130839055975192
124,-0.12127343207221308,-0.47310867564444825,-0.931941100448894,0.06659507927468161
125,-0.894227941214415,-0.434405472367007,-0.28980236917107915,
126,0.893375589194793,-0.6616733014425007,-0.3358808376081692,
127,0.13935065242668432,0.49893166985468307,-0.8668798566221394,0.0850198372727622
128,-0.5445341436439093,0.7095304682706467,0.5150575716680694,
129,-0.48145452998690885,0.5015930752237794,0.567352100419598,-0.5167780721035495
130,0.014612404828370451,0.7955139083225142,-0.08652336448248987,
131,0.3952318938310624,-0.526783289769059,-0.33495120119522914,
132,0.5856064649106425,-0.6864812633384554,-0.7149288366245392,-1.4394352419725547
133,0.28383217162054364,-0.6024239150842545,0.8505011699163147,-0.24222761598779535
134,0.9851654069196865,-0.43124289901876,0.685334566439536,-0.5466308102403115
135,0.4333437018496722,-0.3226265057618747,0.27082061470671004,
136,-0.9578968402593144,-0.21314371807193333,-0.1686626573495804,
137,0.1350988874476069,0.8695968534009506,-0.815822669180484,
138,0.6655042575562364,-0.5179429985538078,-0.17107204043444013,
139,-0.56106815835683,0.780441085459268,0.09892407372962797,
140,-0.6552513490476579,-0.6355832559023709,-0.696797988962421,1.0161200581310257
141,0.3710268251801674,0.36239517120457587,-0.28485237892961646,
142,-0.26645675404452396,-0.24506672700185184,0.9113585080403992,0.06779682062611997
143,0.5287658096732295,-0.07630684548897726,0.30076895493717815,-0.04171324938484197
144,-0.34289044687780224,-0.6541121023756038,0.5372268411618959,
145,-0.19055452604973322,-0.7693663383154956,0.23890324221282655,
146,-0.4087453297275172,0.679303245056361,-0.391618424249367,
147,0.7185164902619343,0.31469550925156353,0.6702944201136702,0.25609245488136434
148,0.6608306497860745,0.8004077448251845,0.319863048376718,
149,0.5994146180623172,0.8423107025175984,-0.7165583056079317,
150,-0.6330355666862162,-0.34962198432448943,-0.9731479864594015,0.2371571840225715
151,0.9978575623000863,-0.8354825016866483,0.2735220716410356,
152,0.5155095587767264,-0.7814770601039471,0.8208128153880923,-1.3171425934332062
153,-0.6776584328560722,0.06415032646132812,0.894056853907713,-0.0435843480578906
154,-0.23870406158145085,0.29081454672143936,-0.7152065427258452,-0.07598367226077303
155,-0.8472925807744096,0.7519412940067189,0.3339484802223198,
156,-0.27861402716254036,-0.36743990247982206,-0.9892535951499968,0.11026201372195558
157,0.12178645623843076,-0.02581990344398788,-0.09723597496987657,-0.003261605416549157
158,0.9690229185916639,0.334281592092754,0.7008303731882053,0.3685529331139469
159,0.8898723256280519,-0.5864203638000618,-0.295448502004765,
160,-0.3450028498822679,0.9010506254449304,-0.5974019242502941,
161,0.30159606428945285,-0.14793090890579963,0.9082724186426938,-0.04521917198179846
162,-0.0060005083974783435,-0.5202832248597631,0.370634047338815,
163,-0.03715928702687177,0.4459495669446454,0.212389490830869,
164,-0.19309579025305146,-0.17050279775884114,-0.5525114767243615,0.034612707168565814
165,-0.9235444085502535,-0.7428689065316012,0.19904407673743263,
166,-0.6490423696662109,-0.6283371743895771,-0.42754037185049176,
167,-0.6451009385434323,-0.16248097708760167,-0.25355423160650914,0.13653392883533555
168,-0.017117854327002524,-0.3680990338054384,0.7336909837531185,0.007284159669811771
169,-0.41702228886932824,-0.8027327058351161,-0.21700833649880757,
170,0.6187462814792632,0.4409807970110906,-0.15223138864630137,
171,-0.3909248574523654,-0.16003193010902517,0.08517335830620798,
172,-0.1394522370039526,-0.6846651000619648,-0.9932633148032284,0.13179066600271838
173,0.3138615439429935,-0.9992673923272373,0.24943513055753042,
174,-0.6703355882066182,-0.22860887036131383,0.7710486822152098,0.16045961638444314
175,0.7584938739459546,0.9520346154933912,-0.178517534548571,
176,0.7886893415075433,-0.7237130921484038,0.9295198591059943,-0.9095660091625014
177,0.7795997335318603,0.3662169884541717,0.1747895864855722,
178,-0.24852522162359092,0.31449496605122285,0.8095338777509533,-0.08482244748913773
179,0.4638402139798026,-0.3073393166696341,0.6238196044330395,-0.16381750306026105
180,-0.6372335241224281,-0.5190178974833184,-0.518288801188985,
181,-0.7364008206212502,-0.5055318111519462,0.7366272099673132,0.5118306177963077
182,-0.6745364407351304,0.8644376619573275,-0.5018807376800634,
183,0.46480519215009664,0.8723340784236342,-0.9066414353917691,1.4880268134673165
184,0.39710604539848293,0.28554131838671815,0.9682244542083356,0.1186680249437258
185,-0.3323149398254872,-0.8045975021453182,-0.7024086159281016,
186,0.033483120569467895,-0.14614666898117967,-0.8298002490257759,-0.004971154536623146
187,-0.6452675647123349,0.23793288103057764,0.404517058734289,-0.18984301314419735
188,-0.19132896134601785,-0.15514803442506553,0.2357379219348028,0.03942676407047388
189,0.9158792333058343,0.9482046039557017,0.9271622268273925,
190,0.4864189907151937,0.31587009201829286,-0.40764643913607834,0.24305976240468471
191,-0.6095630534918801,-0.8778061231336189,-0.7110435064011051,
192,-0.17624833476649293,-0.9331089661114957,0.15417840485488932,
193,-0.3665761240726302,0.7983531039577205,-0.9851995875056418,-0.4994568547274854
194,0.18883142635562278,-0.8070293931501533,-0.9418692949810685,-0.2955716156470721
195,-0.42957575356589683,-0.6344222407075257,-0.6543753157237233,1.1121101359233097
196,-0.066477170428898,-0.4241489512524288,-0.6346638425055067,0.03790388089731584
197,0.4245241436631406,-0.08660874915260819,0.9236885703509412,-0.036930202912386974
198,0.8479734690657581,-0.6607462538473692,-0.4247262347780154,
199,-0.5840996550090707,0.49964047522984756,0.38808299435287075,
200,0.15743759537852964,-0.7904356582010605,0.8956167692770134,-0.2646627215119357
201,-0.09004758630750764,0.11896750612342455,-0.26296876699842997,-0.012012295399626139
202,-0.22688558475319476,0.7096084877980628,0.7935094382109829,-0.3597475415258812
203,0.6803893414654514,-0.3707903085027675,-0.4057484718219486,-0.6212793096048849
204,0.3105136858607389,-0.2546465532217985,0.7617688297984702,-0.0838976483748561
205,0.26421810230138765,0.05043856021425319,-0.19950407394525937,0.013774259375727559
206,-0.21100912063544897,-0.08152915136746075,-0.932753402103977,0.017269490291659927
207,-0.6225580394973831,-0.09300406579328846,0.6639041208201759,0.05847705613324884
208,-0.12536288126202022,-0.0506035289898108,0.43407439907742185,0.006387356139675145
209,-0.06383854332786543,-0.18762844237247256,0.0033924296891845174,
210,0.5299182262197972,-0.646162754482692,-0.7514532809910932,-0.6707553991496864
211,-0.09582833418531256,0.7956953087436769,0.8172738293458768,-0.33402922525669193
212,0.648093147547077,0.6505011460967041,-0.05738106791462538,
213,-0.8472819028558525,0.4456349435880611,0.15358327086327117,
214,-0.9679594833331067,0.90035571676255,-0.11483179037920332,
